,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
8827,Built To Spill,Strange,0.428,0.429,0.0,-6.06,1.0,0.049,0.0879,0.00041,0.168,0.182,127.173,228147.0,4.0
8828,Built To Spill,Life's a Dream,0.459,0.903,5.0,-4.649,0.0,0.0673,0.00877,0.0,0.168,0.364,76.185,223655.0,4.0
8829,Built To Spill,Never Be the Same,0.702,0.603,7.0,-6.833,0.0,0.0598,0.168,0.0,0.213,0.717,106.023,220085.0,4.0
8830,Twenty One Pilots,Jumpsuit,0.67,0.579,3.0,-7.678,0.0,0.0698,0.614,0.0137,0.144,0.503,90.064,237340.0,4.0
8831,Twenty One Pilots,Levitate,0.511,0.619,2.0,-10.919,0.0,0.298,0.801,2.77e-05,0.218,0.292,127.965,246140.0,4.0
8832,Twenty One Pilots,Chlorine,0.518,0.436,4.0,-14.134,1.0,0.0349,0.0157,0.000621,0.079,0.27,80.88,236973.0,4.0
8833,Quietdrive,Breakfast At Tiffany's,0.493,0.66,1.0,-10.198,1.0,0.0457,0.188,0.0298,0.094,0.307,100.977,281160.0,4.0
8834,Maty Noyes,Boys Like You,0.697,0.552,1.0,-10.271,0.0,0.196,0.479,0.127,0.147,0.278,75.235,180567.0,4.0
8835,Bullet For My Valentine,Waking the Demon,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0
8836,Fly Felix,Beautiful Animal,0.483,0.412,7.0,-8.461,1.0,0.0402,0.737,0.0,0.116,0.247,170.163,203569.0,3.0
8837,Marianas Trench,Stutter,0.588,0.624,3.0,-7.962,1.0,0.0301,0.0477,0.000148,0.12,0.235,100.001,134400.0,4.0
8838,blackbear,i miss the old u,0.394,0.95,4.0,-2.274,1.0,0.119,0.0195,0.0,0.367,0.498,160.082,214100.0,4.0
8839,Jagwar Twin,Loser,0.712,0.282,3.0,-11.532,0.0,0.0566,0.715,0.0,0.333,0.412,144.097,192740.0,4.0
8840,Muse,Pressure,0.732,0.812,1.0,-5.42,1.0,0.0354,0.0132,0.0151,0.0577,0.825,122.675,194360.0,4.0
8841,Muse,Something Human,0.507,0.966,1.0,-2.635,1.0,0.046,0.00159,0.0,0.336,0.502,136.035,188093.0,4.0
8842,Muse,Get up and Fight,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,354320.0,4.0
8843,Muse,Blockades,0.693,0.497,2.0,-7.316,1.0,0.119,0.679,0.0,0.258,0.473,81.308,122067.0,4.0
8844,Muse,Dig Down,0.47,0.932,6.0,-4.191,0.0,0.0736,0.00629,4.43e-06,0.305,0.291,105.996,217470.0,4.0
8845,Bullet For My Valentine,Letting You Go,0.654,0.855,0.0,-4.722,1.0,0.0545,0.0295,0.0,0.432,0.714,130.966,201609.0,4.0
8846,ufo ufo,Fools,0.622,0.934,6.0,-4.132,1.0,0.0521,0.00179,0.00464,0.349,0.677,150.027,209371.0,4.0
8847,Jack Be,Beauty Hurts,0.535,0.842,9.0,-4.359,0.0,0.0428,0.0611,0.0,0.171,0.361,80.006,234680.0,4.0
8848,ATO,2005,0.519,0.452,4.0,-7.936,0.0,0.0362,0.104,0.0,0.226,0.47,165.177,273067.0,4.0
8849,Pixies,Where Is My Mind?,0.599,0.691,4.0,-4.571,1.0,0.0301,0.0489,0.0,0.0835,0.729,131.578,215853.0,4.0
8850,Nirvana,Heart-Shaped Box,0.605,0.544,2.0,-11.37,1.0,0.0682,0.823,0.00579,0.338,0.797,115.779,163627.0,4.0
8851,Billie Eilish,you should see me in a crown,0.607,0.783,7.0,-4.41,1.0,0.0397,0.000683,0.0,0.0678,0.434,113.172,231173.0,4.0
8852,Billie Eilish,lovely (with Khalid),0.681,0.833,4.0,-4.334,1.0,0.121,0.179,0.0,0.0677,0.889,184.975,197813.0,4.0
8853,Billie Eilish,idontwannabeyouanymore,0.55,0.853,11.0,-5.886,0.0,0.169,0.0902,0.0,0.127,0.675,155.112,242613.0,4.0
8854,twentythreenineteen,You,0.467,0.848,9.0,-3.063,0.0,0.0716,0.0617,0.0,0.29,0.674,170.038,205752.0,4.0
8855,Miss Fortune,The Bottom,0.516,0.358,8.0,-12.018,0.0,0.424,0.743,1.3e-06,0.0813,0.397,79.509,124000.0,4.0
8856,The Cameron Collective,Love Lies,0.317,0.732,8.0,-7.922,1.0,0.0512,0.286,0.769,0.665,0.393,150.28,197865.0,4.0
8857,Modest Mouse,Tiny Cities Made Of Ashes,0.302,0.411,8.0,-13.016,1.0,0.0361,0.892,0.835,0.135,0.193,183.227,185683.0,4.0
8858,Shinedown,Enemies,0.576,0.587,9.0,-8.735,1.0,0.0307,0.179,0.758,0.111,0.334,114.06,242514.0,4.0
8859,Queen,Bohemian Rhapsody - Remastered 2011,0.76,0.566,0.0,-6.336,1.0,0.0332,0.537,3.53e-06,0.154,0.713,109.976,224347.0,4.0
8860,Queen,We Will Rock You - Remastered 2011,0.839,0.473,10.0,-7.835,0.0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016.0,4.0
8861,Shallow Side,Renegade,0.764,0.744,2.0,-5.114,0.0,0.0308,0.167,1.14e-06,0.102,0.586,129.959,217962.0,4.0
8862,Hollywood Undead,Something to Believe,0.644,0.801,7.0,-4.809,1.0,0.0515,0.144,1.59e-06,0.112,0.83,160.11,180938.0,4.0
8863,Hollywood Undead,Cashed Out,0.462,0.849,11.0,-2.991,1.0,0.0695,0.0298,0.0,0.16,0.87,127.997,220000.0,4.0
8864,Hollywood Undead,Ghost Beach,0.603,0.895,10.0,-3.039,1.0,0.07,0.302,0.0,0.0518,0.478,144.071,189167.0,4.0
8865,KO,Capable,0.538,0.94,5.0,-1.77,1.0,0.0823,0.0416,0.0,0.517,0.696,159.96,158813.0,4.0
8866,The Fratellis,Whistle For The Choir,0.684,0.754,7.0,-5.687,0.0,0.12,0.0137,0.0,0.447,0.485,140.016,208000.0,4.0
8867,Dion,The Wanderer,0.78,0.76,9.0,-6.771,0.0,0.0915,0.0367,5.69e-06,0.108,0.509,125.014,209522.0,4.0
8868,Kevin Rudolf,Let It Rock,0.625,0.659,0.0,-5.669,1.0,0.0337,0.12,0.0,0.17,0.594,113.551,198961.0,4.0
8869,Hollywood Undead,Bullet,0.513,0.694,9.0,-5.11,1.0,0.0301,0.00336,0.00554,0.183,0.164,100.0,198750.0,4.0
8870,Flobots,The Circle In The Square,0.566,0.791,6.0,-8.524,1.0,0.241,0.891,0.000573,0.119,0.143,170.018,262556.0,4.0
8871,Panic! At The Disco,But It's Better If You Do,0.682,0.565,0.0,-7.616,1.0,0.113,0.66,1.6e-05,0.437,0.32,160.055,195157.0,4.0
8872,Peachy!,Falling for U,0.602,0.588,2.0,-7.146,0.0,0.0538,0.119,0.0,0.0916,0.416,147.67,191599.0,4.0
8873,Vansire,Brown Study,0.62,0.289,7.0,-10.219,0.0,0.0511,0.689,0.0,0.132,0.508,99.746,183600.0,4.0
8874,Vansire,Eleven Weeks,0.723,0.624,2.0,-5.949,1.0,0.0261,0.0272,0.0,0.155,0.691,103.973,189663.0,4.0
8875,Vansire,Angel Youth,0.583,0.862,4.0,-4.387,1.0,0.0575,0.0468,0.0,0.256,0.422,105.998,204840.0,4.0
8876,Kid Bloom,Parents House,0.647,0.714,5.0,-7.225,1.0,0.0359,0.0464,1.66e-05,0.369,0.492,97.508,214120.0,4.0
8877,Clairo,Hello?,0.67,0.679,11.0,-7.327,0.0,0.0272,0.135,2.81e-05,0.15,0.633,129.872,236308.0,4.0
8878,Andrés,Spanish Mami,0.697,0.482,5.0,-9.149,0.0,0.0404,0.3,4.95e-06,0.0855,0.962,80.986,248560.0,4.0
8879,Andrés,Zombie,0.545,0.41,7.0,-12.986,1.0,0.0316,0.0466,5.25e-06,0.075,0.837,168.977,228651.0,4.0
8880,Andrés,Sunday School,0.627,0.606,8.0,-6.636,0.0,0.0906,0.361,0.0303,0.274,0.954,150.082,184358.0,4.0
8881,Andrés,Darth Binks,0.523,0.671,2.0,-10.852,1.0,0.0348,0.534,0.000217,0.439,0.595,158.963,176226.0,4.0
8882,Andrés,I Know a Place,0.692,0.88,5.0,-4.156,0.0,0.0628,0.00138,0.0173,0.0703,0.829,124.004,260187.0,4.0
8883,Sunrises,Receipt,0.483,0.777,4.0,-5.049,1.0,0.0618,0.017,1.94e-05,0.209,0.572,153.054,252560.0,4.0
8884,Sunrises,Be Real With Me,0.535,0.548,7.0,-5.066,0.0,0.0271,0.00301,1.65e-05,0.142,0.285,135.986,204267.0,4.0
8885,TV Girl,Cigarettes out the Window,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0,4.0
8886,Never Shout Never,69,0.493,0.431,9.0,-10.71,0.0,0.0648,0.822,0.0,0.17,0.433,71.791,253375.0,4.0
8887,Keepitinside,No Sleep,0.623,0.772,11.0,-7.746,0.0,0.315,0.685,0.0,0.104,0.519,131.624,248200.0,4.0
8888,Not My Weekend,Crawl,0.467,0.944,4.0,-4.157,0.0,0.055,6.32e-06,0.88,0.153,0.664,156.048,248153.0,4.0
8889,Yoshi Flower,FOR WHICH I DANCE,0.58,0.673,9.0,-6.502,1.0,0.0324,0.00302,0.00358,0.69,0.507,186.032,173987.0,4.0
8890,Andrés,Multiverse (feat. Kurt Travis),0.455,0.611,4.0,-7.422,0.0,0.0402,0.0379,8.02e-05,0.133,0.249,158.047,203267.0,4.0
8891,Sunrises,Solid Maybe,0.316,0.941,2.0,-2.414,1.0,0.0744,0.000661,0.0,0.175,0.0673,129.789,255987.0,4.0
8892,Andrew McMahon in the Wilderness,Fire Escape,0.273,0.952,11.0,-2.681,0.0,0.0778,0.000802,0.0,0.205,0.626,167.835,215971.0,4.0
8893,Magic Bronson,Electrify,0.636,0.474,5.0,-8.096,1.0,0.077,0.784,0.0613,0.113,0.571,167.064,194360.0,4.0
8894,Magic Bronson,Alaska,0.682,0.934,7.0,-4.822,1.0,0.0741,0.0619,0.926,0.106,0.0708,108.982,247603.0,3.0
8895,Mathien,Mister Storybook Man,0.61,0.607,4.0,-8.638,1.0,0.0399,0.142,0.167,0.104,0.665,80.011,316653.0,4.0
8896,Doc Robinson,Here Comes My Baby,0.766,0.622,5.0,-5.292,0.0,0.101,0.0639,0.0,0.207,0.679,140.076,191493.0,4.0
8897,Mathien,Hell If I Know,0.492,0.917,11.0,-5.334,0.0,0.0958,0.000728,0.0,0.132,0.784,139.934,191125.0,4.0
8898,Clans,Ballad of a Bastard,0.42,0.92,4.0,-4.511,0.0,0.0573,0.0287,0.0535,0.307,0.412,146.986,221426.0,4.0
8899,Sam Sparro,21st Century Life,0.556,0.987,1.0,-3.118,1.0,0.108,0.00128,1.26e-06,0.094,0.492,134.953,230133.0,4.0
8900,Bryce Vine,Sour Patch Kids,0.56,0.476,0.0,-7.772,0.0,0.0774,0.482,0.0,0.362,0.379,105.816,225631.0,4.0
8901,Aranda,Satisfied,0.49,0.929,9.0,-2.037,0.0,0.0447,0.0304,0.0,0.189,0.689,137.182,195829.0,4.0
8902,Billie Eilish,bury a friend,0.726,0.532,1.0,-9.562,1.0,0.0555,0.0627,0.000111,0.473,0.38,89.992,260000.0,4.0
8903,Levi The Poet,Carl Sagan's Smoking Chair,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.16,299760.0,4.0
8904,Levi The Poet,The Fort Lauderdale Five,0.556,0.562,1.0,-8.061,0.0,0.0345,0.00544,0.574,0.113,0.3,160.054,264917.0,4.0
8905,Challenger Deep,Immersive,0.546,0.669,2.0,-10.806,1.0,0.103,0.495,0.735,0.25,0.337,75.144,180846.0,4.0
8906,WRENN,All My Friends,0.687,0.646,4.0,-3.841,1.0,0.039,0.0973,0.000593,0.161,0.323,139.978,216667.0,4.0
8907,Andrew McMahon in the Wilderness,Monday Flowers,0.511,0.369,2.0,-11.65,0.0,0.187,0.518,0.000508,0.318,0.613,83.967,190343.0,4.0
8908,Chiodos,Love Is a Cat from Hell (feat. Vic Fuentes),0.672,0.73,9.0,-6.836,0.0,0.0324,0.127,0.0,0.0529,0.877,122.948,158355.0,4.0
8909,Emarosa,Cloud 9,0.679,0.801,5.0,-5.598,1.0,0.163,0.0419,4.85e-06,0.11,0.517,130.035,195001.0,4.0
8910,Dominic Fike,King of Everything,0.697,0.551,4.0,-9.954,0.0,0.046,0.0132,0.0,0.0604,0.784,100.975,209515.0,4.0
8911,Gesaffelstein,Pursuit,0.676,0.774,0.0,-5.055,0.0,0.0465,0.045,0.0,0.169,0.566,115.018,223002.0,4.0
8912,Caribou,Silver,0.273,0.565,2.0,-7.283,1.0,0.248,0.516,1.68e-06,0.0855,0.298,179.518,235226.0,4.0
8913,Ansel Elgort,Supernova,0.626,0.769,4.0,-4.072,0.0,0.0499,0.00142,0.0108,0.144,0.118,125.996,247387.0,4.0
8914,Silverstein,Retrograde,0.543,0.706,9.0,-4.163,0.0,0.0324,0.00214,1.83e-05,0.0918,0.49,90.031,195471.0,4.0
8915,Joywave,Compromise,0.634,0.734,1.0,-6.271,0.0,0.0436,0.0225,0.00572,0.123,0.639,91.978,213714.0,4.0
8916,Issues,Mad At Myself,0.571,0.9,9.0,-4.625,1.0,0.0614,0.0444,0.0,0.321,0.392,91.018,200667.0,4.0
8917,Raleigh Ritchie,Time in a Tree,0.501,0.769,7.0,-7.429,1.0,0.0312,0.000998,0.00765,0.382,0.397,136.061,239713.0,4.0
8918,Jon Fratelli,Rhythm Doesn’t Make You A Dancer,0.803,0.782,7.0,-3.873,0.0,0.0289,0.0191,4.7e-06,0.108,0.785,115.028,210009.0,4.0
8919,So Much Light,Cat's Eyes and Rosebuds,0.46,0.785,1.0,-4.72,1.0,0.0642,0.0682,0.0,0.0971,0.464,97.948,188187.0,4.0
8920,Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.473,0.977,4.0,-2.864,0.0,0.2,0.00227,0.0,0.211,0.285,102.958,200933.0,3.0
8921,MILKK,Stupid,0.766,0.402,1.0,-11.155,1.0,0.107,0.27,0.0007,0.106,0.466,125.107,153857.0,4.0
8922,TEMPOREX,Nice Boys,0.685,0.656,1.0,-6.013,0.0,0.0383,0.437,0.0,0.347,0.392,128.003,229986.0,4.0
8923,Mother Mother,Arms Tonite,0.558,0.418,5.0,-13.741,0.0,0.075,0.566,0.00124,0.127,0.292,179.922,272160.0,3.0
8924,Androcles,Curiosity,0.642,0.852,1.0,-4.058,1.0,0.0412,0.000743,0.0,0.246,0.471,124.992,222840.0,4.0
8925,Dom Fera,Anybody Else,0.571,0.721,7.0,-7.948,1.0,0.035,0.0312,2.39e-05,0.378,0.633,145.058,220979.0,4.0
8926,half•alive,Tip Toes,0.484,0.975,10.0,-3.091,0.0,0.0659,3.25e-05,0.0,0.068,0.691,165.025,175030.0,4.0
8927,Friday Pilots Club,End of It,0.519,0.946,8.0,-4.945,0.0,0.143,0.0089,1.72e-05,0.0786,0.43,87.484,318113.0,4.0
8928,Kid Bloom,Does It Make Me Wrong?,0.622,0.962,4.0,-2.816,0.0,0.091,0.00391,0.0,0.101,0.506,129.023,144053.0,4.0
8929,BETWEEN FRIENDS,affection,0.546,0.859,1.0,-5.966,1.0,0.0306,0.00223,0.000947,0.0529,0.645,99.965,292267.0,4.0
8930,Wolfgang Gartner,Ectoplasm,0.56,0.885,4.0,-5.497,0.0,0.0867,0.000469,0.0,0.119,0.806,154.006,227741.0,4.0
8931,Olivver the Kid,BBBlue,0.601,0.946,4.0,-2.298,0.0,0.0656,0.0661,1.12e-05,0.388,0.58,141.929,208133.0,4.0
8932,Speak Low,Enough,0.697,0.585,4.0,-9.687,0.0,0.0408,0.43,4.66e-06,0.166,0.776,83.468,212507.0,4.0
8933,Mainland,Villains,0.468,0.748,6.0,-6.085,0.0,0.272,0.328,0.0,0.0912,0.723,168.082,207920.0,4.0
8934,Bohemians,Grow,0.956,0.373,6.0,-7.963,1.0,0.0773,0.569,0.394,0.314,0.568,119.994,268333.0,4.0
8935,Stephen Puth,Sexual Vibe,0.424,0.615,9.0,-6.217,0.0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591.0,4.0
8936,Ansel Elgort,All I Think About Is You,0.628,0.841,9.0,-4.583,1.0,0.0268,0.0285,0.00332,0.254,0.706,111.985,289853.0,4.0
8937,New Years Day,I'm About to Break You,0.671,0.445,4.0,-7.842,0.0,0.0291,0.348,5.93e-05,0.155,0.811,75.996,246480.0,4.0
8938,Still Woozy,Habit,0.727,0.48,5.0,-9.278,0.0,0.0987,0.444,0.0,0.118,0.369,120.025,269053.0,4.0
8939,Bohnes,Middle Finger,0.549,0.789,5.0,-6.071,1.0,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,214387.0,4.0
8940,Joywave,Let's Talk About Feelings,0.467,0.683,0.0,-6.072,1.0,0.0277,0.0146,0.00101,0.179,0.133,130.014,296093.0,4.0
8941,The Home Team,Fashion Forward,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.0,0.171,0.374,127.921,190348.0,4.0
8942,Vinyl Theatre,Masterpiece,0.506,0.87,6.0,-6.004,1.0,0.0507,0.00185,0.000155,0.0951,0.428,117.118,274861.0,4.0
8943,The Home Team,Waiting Game,0.493,0.885,1.0,-4.531,1.0,0.0479,0.00545,0.0,0.111,0.496,81.781,198360.0,4.0
8944,Sea in the Sky,Dreamer,0.448,0.61,3.0,-2.695,0.0,0.0342,0.0102,0.000491,0.135,0.214,123.762,258333.0,4.0
8945,Modest Mouse,Poison the Well,0.524,0.811,11.0,-3.48,1.0,0.0397,0.011,0.0,0.0488,0.795,82.499,170151.0,4.0
8946,Tame Impala,Patience,0.409,0.976,0.0,-1.696,1.0,0.113,0.0162,2.47e-06,0.122,0.497,157.244,93187.0,4.0
8947,Bear Ghost,Necromancin Dancin,0.688,0.793,2.0,-3.798,1.0,0.083,0.0276,0.0,0.178,0.607,191.789,210625.0,4.0
8948,Cage The Elephant,Night Running,0.598,0.71,0.0,-6.839,0.0,0.0272,0.0476,1.77e-05,0.1,0.726,97.976,274294.0,4.0
8949,Ugly Casanova,Diggin Holes,0.625,0.859,11.0,-5.579,1.0,0.0618,0.000527,4.82e-06,0.0614,0.844,159.994,218965.0,4.0
8950,PUBLIC,Honest,0.784,0.595,2.0,-6.816,1.0,0.0413,0.00476,0.00727,0.059,0.183,124.019,236287.0,4.0
8951,Unknown Mortal Orchestra,Hunnybee,0.507,0.644,4.0,-7.485,1.0,0.0641,0.00413,0.0,0.217,0.172,179.913,211267.0,4.0
8952,Tame Impala,Eventually,0.722,0.682,8.0,-5.23,1.0,0.0308,0.0594,0.0,0.058,0.975,96.996,222680.0,4.0
8953,MGMT,Me and Michael,0.522,0.46,11.0,-7.781,1.0,0.0275,0.161,0.00209,0.0726,0.378,125.971,256019.0,3.0
8954,Portugal. The Man,So Young,0.488,0.68,2.0,-8.143,0.0,0.0328,0.00329,0.398,0.144,0.64,139.984,282126.0,4.0
8955,Rainbow Kitten Surprise,When It Lands,0.516,0.87,11.0,-5.586,0.0,0.0537,0.00227,3.05e-06,0.332,0.837,175.151,229970.0,4.0
8956,Cage The Elephant,Cold Cold Cold,0.738,0.586,7.0,-10.65,1.0,0.0309,0.893,2.47e-06,0.1,0.82,116.035,174310.0,4.0
8957,Dead By Sunrise,Give Me Your Name,0.757,0.749,5.0,-9.912,1.0,0.0336,0.369,1.35e-06,0.101,0.893,132.013,208627.0,4.0
8958,FINNEAS,Let's Fall in Love for the Night,0.586,0.453,9.0,-9.5,1.0,0.0379,0.549,0.000525,0.133,0.171,94.008,257927.0,4.0
8959,Dreadlight,Grenadine,0.731,0.563,0.0,-6.745,1.0,0.0306,0.24,0.0,0.088,0.374,116.01,196619.0,4.0
8960,Finger Eleven,Slow Chemical,0.662,0.876,5.0,-5.164,0.0,0.0413,0.0412,0.0623,0.15,0.512,103.043,192729.0,3.0
8961,Seether,Broken,0.508,0.86,9.0,-4.606,1.0,0.0588,0.000353,0.0,0.558,0.396,125.982,230851.0,4.0
8962,Squid The Whale,Hell I Need,0.591,0.808,3.0,-3.955,1.0,0.0377,0.318,0.0,0.11,0.586,123.027,167093.0,4.0
8963,Modest Mouse,I'm Still Here,0.468,0.936,2.0,-3.683,1.0,0.0455,0.00568,0.0,0.24,0.663,75.05,219800.0,4.0
8964,Sean Paul,Contra La Pared - Dom Da Bomb Remix,0.74,0.698,0.0,-6.559,1.0,0.0386,0.00347,0.0357,0.226,0.963,127.988,201336.0,4.0
8965,Tame Impala,Borderline,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,291796.0,4.0
8966,Bear Ghost,"Haunt, The Cartoon Heart",0.536,0.877,7.0,-3.388,1.0,0.0674,0.0439,0.00252,0.356,0.648,139.848,201099.0,4.0
8967,Zedd,365 - Zedd Remix,0.73,0.5,9.0,-11.097,1.0,0.0346,0.0124,0.000105,0.28,0.579,127.044,201624.0,4.0
8968,SZA,Power is Power,0.421,0.943,9.0,-4.83,1.0,0.056,0.000319,0.0,0.227,0.507,139.96,168400.0,4.0
8969,Dom Fera,Easy Thing,0.514,0.598,11.0,-8.349,1.0,0.0241,0.376,0.0124,0.15,0.532,166.109,224819.0,4.0
8970,The Honeysticks,Out Like a Light,0.601,0.852,2.0,-5.097,1.0,0.0582,0.0127,7.27e-05,0.0877,0.465,110.006,190374.0,4.0
8971,Lemon Demon,Eighth Wonder,0.417,0.697,7.0,-6.144,1.0,0.0285,2.07e-05,2.93e-05,0.079,0.356,139.016,211219.0,4.0
8972,Bear Ghost,Starkiller,0.288,0.426,0.0,-10.591,1.0,0.0379,0.544,0.00143,0.14,0.459,144.573,224276.0,4.0
8973,Dom Fera,Monster Song (Demo),0.852,0.59,4.0,-8.779,1.0,0.0968,0.436,0.000101,0.112,0.794,116.314,171000.0,3.0
8974,Jukebox The Ghost,Hold It In,0.54,0.817,5.0,-4.844,1.0,0.0337,0.212,0.152,0.243,0.511,107.028,204673.0,4.0
8975,JR JR,Dumb Myself Down,0.838,0.546,5.0,-6.811,0.0,0.295,0.153,0.0,0.0656,0.745,137.027,206533.0,4.0
8976,MARINA,Life Is Strange,0.84,0.78,0.0,-5.825,1.0,0.185,0.0119,0.0851,0.0717,0.925,117.99,148475.0,4.0
8977,Coast Modern,Electric Feel,0.594,0.849,2.0,-2.625,1.0,0.0553,0.0369,0.0,0.0702,0.466,102.97,181040.0,4.0
8978,DREAMERS,Insomniac,0.756,0.719,11.0,-7.71,0.0,0.0333,0.00572,8.33e-05,0.116,0.803,133.931,258827.0,4.0
8979,Anarbor,Rock To My Roll,0.566,0.951,2.0,-2.671,1.0,0.0721,0.0528,0.0,0.148,0.743,132.0,170534.0,4.0
8980,BANNERS,Someone To You,0.296,0.685,4.0,-5.797,1.0,0.053,0.014,0.0045,0.234,0.179,106.18,191321.0,4.0
8981,Two Door Cinema Club,Satellite - Single Edit,0.548,0.811,10.0,-4.254,1.0,0.0556,0.000878,0.0183,0.492,0.641,148.925,226764.0,4.0
8982,Billie Eilish,i love you,0.682,0.26,4.0,-11.008,0.0,0.0495,0.745,0.0,0.137,0.0502,138.034,213959.0,4.0
8983,Carver Commodore,Blind,0.592,0.361,7.0,-15.159,1.0,0.0502,0.217,0.0,0.0852,0.182,134.907,258012.0,4.0
8984,Pretoria,Keep Two-Stepping,0.683,0.537,7.0,-10.888,1.0,0.0347,0.236,0.0,0.237,0.296,139.978,240491.0,4.0
8985,The Polar Boys,After Breakfast,0.64,0.321,0.0,-14.604,1.0,0.0931,0.693,0.0307,0.114,0.177,145.045,210376.0,4.0
8986,Strath,Cool,0.608,0.523,7.0,-7.579,1.0,0.0389,0.452,1.16e-06,0.115,0.324,119.887,201469.0,4.0
8987,Eli Young Band,Where Were You,0.75,0.694,2.0,-5.876,1.0,0.0342,0.44,1.53e-06,0.0881,0.656,106.017,197333.0,4.0
8988,Kasador,Brood & Bloom,0.625,0.853,11.0,-4.966,0.0,0.0343,0.0456,0.0,0.315,0.634,124.002,207920.0,4.0
8989,The Spooks,Cold,0.451,0.912,0.0,-6.281,1.0,0.0466,0.000198,0.0,0.116,0.693,166.103,202947.0,4.0
8990,The Happy Children,C.E.O.,0.508,0.882,8.0,-5.518,0.0,0.0518,0.00614,3.15e-06,0.346,0.603,134.989,287947.0,4.0
8991,Inner Wave,Song 3,0.433,0.946,10.0,-5.138,0.0,0.0398,0.00264,0.0,0.198,0.578,95.169,261520.0,4.0
8992,Quinn XCII,Straightjacket,0.534,0.792,5.0,-4.512,1.0,0.0677,0.39,0.0,0.191,0.477,145.881,203627.0,4.0
8993,Tommy Newport,Future Man,0.493,0.662,2.0,-9.643,1.0,0.0316,0.54,0.894,0.0916,0.435,74.991,197803.0,4.0
8994,Drool,Fun,0.657,0.675,8.0,-7.206,0.0,0.101,0.292,0.0,0.336,0.538,124.107,191129.0,4.0
8995,Los Elk,Say,0.676,0.919,0.0,-4.635,1.0,0.0509,0.0069,0.0,0.182,0.822,144.079,175455.0,4.0
8996,Oakman,Clear Enough,0.701,0.398,5.0,-9.922,1.0,0.0351,0.409,0.235,0.0563,0.27,121.932,251480.0,4.0
8997,Bilmuri,adecentcupofcoffee,0.489,0.256,0.0,-8.719,1.0,0.0341,0.877,0.0,0.109,0.347,120.699,170800.0,4.0
8998,King Shelter,Calamity,0.696,0.332,6.0,-12.834,1.0,0.0425,0.853,0.433,0.0848,0.0628,150.13,270520.0,4.0
8999,Sasha Alex Sloan,The Only,0.488,0.669,10.0,-4.919,1.0,0.0295,0.00651,0.735,0.169,0.753,169.91,203777.0,4.0
9000,Cavetown,16 / 04 / 16 (Jack's Song),0.664,0.352,2.0,-9.426,1.0,0.0278,0.511,0.806,0.109,0.45,87.054,126120.0,4.0
9001,Cavetown,I'll Make Cereal,0.702,0.533,4.0,-8.333,0.0,0.0855,0.0362,5.12e-06,0.0831,0.173,124.979,272667.0,4.0
9002,Billie Eilish,come out and play,0.667,0.473,2.0,-12.597,1.0,0.0502,0.759,0.000354,0.117,0.69,134.933,174222.0,3.0
9003,FINNEAS,I'm in Love Without You,0.815,0.468,10.0,-7.011,1.0,0.0596,0.287,6.19e-05,0.071,0.563,109.101,149461.0,4.0
9004,Quinn XCII,One Day At A Time,0.668,0.491,0.0,-8.997,0.0,0.111,0.0558,0.0,0.15,0.49,74.028,180320.0,4.0
9005,Hollywood Undead,Save Me,0.669,0.779,6.0,-6.462,0.0,0.0328,0.0356,0.0206,0.0829,0.351,119.989,232000.0,4.0
9006,NOTHING MORE,First Punch,0.652,0.833,10.0,-4.898,1.0,0.0392,0.00191,0.000536,0.122,0.231,116.043,245240.0,4.0
9007,Red Sun Rising,Deathwish,0.773,0.188,8.0,-12.383,0.0,0.0624,0.709,1.55e-06,0.103,0.288,79.042,238867.0,4.0
9008,Tonic,If You Could Only See,0.569,0.7,10.0,-10.853,0.0,0.0688,0.486,0.452,0.136,0.481,157.939,200538.0,4.0
9009,Cute Is What We Aim For,The Curse of Curves,0.54,0.588,5.0,-10.101,0.0,0.0423,0.12,0.0163,0.108,0.257,120.061,250912.0,4.0
9010,The F16s,Boudoir,0.535,0.965,5.0,-8.713,1.0,0.0632,0.00273,0.0506,0.155,0.646,139.33,232263.0,4.0
9011,Pell,Show Me (feat. VÉRITÉ),0.379,0.789,2.0,-7.368,1.0,0.0382,0.000308,6.99e-05,0.321,0.53,173.143,220461.0,4.0
9012,Icon For Hire,Venom,0.491,0.905,11.0,-5.481,1.0,0.0374,0.025,0.0,0.226,0.694,91.001,217648.0,4.0
