,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5032,Judas Priest,Breaking the Law,0.455,0.914,11.0,-6.856,0.0,0.0741,0.032,1.63e-06,0.225,0.446,167.373,259800.0,4.0
5033,Judas Priest,United,0.644,0.897,2.0,-7.245,1.0,0.039,0.0383,0.0,0.0937,0.488,121.683,270333.0,4.0
5034,Judas Priest,Living After Midnight,0.624,0.823,9.0,-6.243,1.0,0.0441,0.0682,0.0,0.0623,0.81,131.373,206867.0,4.0
5035,Judas Priest,Electric Eye,0.45,0.956,1.0,-6.191,0.0,0.0668,0.109,2.33e-06,0.0912,0.495,91.908,217160.0,4.0
5036,Judas Priest,(Take These) Chains,0.443,0.792,9.0,-7.007,1.0,0.0492,0.167,5.43e-05,0.114,0.144,107.654,387800.0,4.0
5037,Judas Priest,Screaming for Vengeance,0.55,0.945,1.0,-6.454,1.0,0.0693,0.0394,9.39e-05,0.0768,0.461,131.064,280173.0,4.0
5038,Judas Priest,You've Got Another Thing Coming,0.428,0.91,2.0,-5.948,1.0,0.073,0.124,0.000263,0.356,0.234,148.747,251893.0,4.0
5039,Judas Priest,Freewheel Burning,0.45,0.961,8.0,-4.62,0.0,0.0668,0.0797,4.79e-05,0.252,0.39,139.172,261707.0,4.0
5040,Judas Priest,Jawbreaker,0.188,0.988,2.0,-4.928,1.0,0.127,0.000794,0.00282,0.349,0.159,141.123,288693.0,4.0
5041,Judas Priest,Turbo Lover - Remastered,0.423,0.975,2.0,-5.181,1.0,0.0834,0.169,3.66e-05,0.414,0.236,134.018,358240.0,4.0
5042,Judas Priest,Locked In - Remastered,0.214,0.889,9.0,-7.994,0.0,0.139,0.00211,0.0352,0.0678,0.0519,91.485,470960.0,4.0
5043,Judas Priest,Private Property - Remastered,0.227,0.864,11.0,-6.091,0.0,0.0557,0.00149,0.00017,0.395,0.111,133.708,253093.0,4.0
5044,Judas Priest,Parental Guidance - Remastered,0.532,0.441,11.0,-7.86,0.0,0.0243,0.014,0.0,0.11,0.204,83.998,264200.0,4.0
5045,Judas Priest,Rock You All Around the World - Remastered,0.371,0.965,11.0,-5.905,1.0,0.106,0.00461,0.139,0.0488,0.0395,157.983,383573.0,4.0
5046,Judas Priest,Out in the Cold - Remastered,0.405,0.721,10.0,-6.619,0.0,0.0403,0.000781,0.00382,0.214,0.146,129.998,809893.0,4.0
5047,Judas Priest,"Wild Nights, Hot & Crazy Days - Remastered",0.421,0.941,9.0,-5.209,1.0,0.0754,0.00533,0.0777,0.295,0.384,84.996,266613.0,4.0
5048,Judas Priest,Hot for Love - Remastered,0.285,0.856,7.0,-4.96,1.0,0.0809,0.00242,0.519,0.156,0.386,105.232,238800.0,3.0
5049,Judas Priest,Reckless - Remastered,0.444,0.406,0.0,-15.478,1.0,0.0421,0.929,0.843,0.101,0.0868,99.978,117587.0,3.0
5050,Judas Priest,Ram It Down,0.396,0.936,11.0,-5.38,1.0,0.0581,0.00145,7.43e-06,0.296,0.316,169.979,246293.0,4.0
5051,Judas Priest,Heavy Metal,0.221,0.976,1.0,-5.406,0.0,0.115,0.00226,0.0,0.303,0.22,169.938,270547.0,4.0
5052,Judas Priest,Blood Red Skies,0.567,0.889,1.0,-4.963,1.0,0.0319,0.0063,6.54e-06,0.18,0.51,95.032,258693.0,4.0
5053,Judas Priest,Judas Rising,0.34,0.282,8.0,-10.296,0.0,0.0288,0.884,9.84e-06,0.181,0.372,61.909,254533.0,4.0
5054,Judas Priest,Angel,0.438,0.975,8.0,-5.84,0.0,0.176,0.00294,0.0632,0.16,0.291,154.907,310893.0,4.0
5055,Judas Priest,Hellrider,0.482,0.931,10.0,-6.011,0.0,0.0554,0.0213,2.52e-06,0.379,0.373,140.033,253013.0,4.0
5056,Judas Priest,Lochness,0.604,0.598,3.0,-8.452,0.0,0.0276,0.132,8.66e-06,0.103,0.345,114.983,249627.0,3.0
5057,Judas Priest,Dragonaut,0.399,0.973,5.0,-6.293,0.0,0.0916,0.002,2.04e-05,0.377,0.418,171.982,224653.0,4.0
5058,Judas Priest,Redeemer of Souls,0.553,0.457,1.0,-10.958,0.0,0.0368,0.167,0.0113,0.405,0.181,125.94,260280.0,4.0
5059,Kamelot,Regalis Apertura,0.495,0.879,3.0,-5.666,0.0,0.0464,0.00687,8.83e-05,0.13,0.217,126.043,224467.0,4.0
5060,Kamelot,Forever,0.478,0.941,1.0,-6.145,1.0,0.0883,0.0121,0.000145,0.283,0.471,159.959,663387.0,4.0
5061,Kamelot,Wings of Despair,0.337,0.263,8.0,-11.196,0.0,0.0301,0.891,0.0,0.16,0.437,129.582,254600.0,5.0
5062,Kamelot,The Spell,0.329,0.24,8.0,-24.263,1.0,0.199,0.356,0.725,0.167,0.752,170.019,67213.0,3.0
5063,Kamelot,Don't You Cry,0.313,0.931,3.0,-4.116,0.0,0.0902,0.0397,1.1e-06,0.39,0.234,170.0,326947.0,3.0
5064,Kamelot,Karma,0.428,0.976,3.0,-4.284,0.0,0.0492,0.0017,0.0,0.218,0.512,169.974,221413.0,4.0
5065,Kamelot,The Light I Shine On You,0.304,0.381,1.0,-14.663,1.0,0.121,0.843,0.256,0.518,0.125,110.306,70000.0,4.0
5066,Kamelot,Temples of Gold,0.519,0.964,10.0,-3.744,0.0,0.0461,0.000585,9.59e-05,0.141,0.344,110.026,249760.0,4.0
5067,Kamelot,Across the Highlands,0.4,0.58,0.0,-6.708,0.0,0.0318,0.0463,0.0,0.131,0.113,130.634,264227.0,4.0
5068,Kamelot,"Elizabeth I: Mirror, Mirror",0.255,0.115,0.0,-32.244,0.0,0.0487,0.946,0.487,0.111,0.0727,68.673,40893.0,4.0
5069,Kamelot,Elizabeth II: Requiem tor the Innocent,0.352,0.937,8.0,-5.944,0.0,0.0652,0.0015,4.35e-06,0.173,0.463,169.875,275680.0,4.0
5070,Kamelot,Elizabeth III: Fall from Grace,0.437,0.659,4.0,-18.353,1.0,0.42,0.905,0.923,0.205,0.447,85.412,30560.0,3.0
5071,Kamelot,Ne Pleure Pas,0.303,0.908,8.0,-7.795,0.0,0.096,0.00292,3.77e-06,0.571,0.355,169.867,237493.0,4.0
5072,Kamelot,Prologue,0.398,0.391,1.0,-13.087,0.0,0.0388,0.874,0.0049,0.178,0.363,137.471,243827.0,4.0
5073,Kamelot,Center of the Universe,0.507,0.898,1.0,-5.35,0.0,0.0578,0.00602,2.54e-05,0.0606,0.315,120.005,295333.0,4.0
5074,Kamelot,Farewell,0.457,0.269,0.0,-14.057,0.0,0.0357,0.819,0.00268,0.504,0.424,82.525,111267.0,3.0
5075,Kamelot,Interlude I: Opiate Soul,0.346,0.238,1.0,-17.451,1.0,0.041,0.689,0.00159,0.178,0.491,70.667,27613.0,3.0
5076,Kamelot,The Edge of Paradise,0.388,0.919,1.0,-5.487,0.0,0.0475,0.000189,9.8e-05,0.134,0.426,154.882,299200.0,4.0
5077,Kamelot,Wander,0.331,0.908,11.0,-5.563,1.0,0.11,0.000672,0.000566,0.396,0.231,174.883,376560.0,5.0
5078,Kamelot,Interlude II: Omen,0.534,0.972,0.0,-4.309,1.0,0.0372,4.48e-05,0.626,0.308,0.943,130.023,188400.0,4.0
5079,Kamelot,Descent of the Archangel,0.353,0.96,7.0,-5.588,1.0,0.227,6.17e-05,0.000371,0.926,0.267,180.061,179653.0,4.0
5080,Kamelot,Interlude III: At the Banquet,0.438,0.992,11.0,-4.228,0.0,0.102,1.6e-05,6.53e-05,0.318,0.466,159.96,179821.0,4.0
5081,Kamelot,A Feast for the Vain,0.545,0.98,9.0,-4.414,0.0,0.0516,2.47e-05,0.00886,0.0527,0.965,140.065,105952.0,4.0
5082,Kamelot,On the Coldest Winter Night,0.385,0.927,9.0,-4.57,1.0,0.0535,1.67e-05,0.0004,0.377,0.487,180.08,335347.0,4.0
5083,Kamelot,Lost & Damned,0.559,0.978,1.0,-4.97,1.0,0.056,1.35e-05,0.0419,0.0934,0.69,125.006,148957.0,4.0
5084,Kamelot,Helena's Theme,0.432,0.975,2.0,-4.213,1.0,0.141,7.71e-05,0.000218,0.0705,0.688,179.911,162040.0,4.0
5085,Kamelot,Interlude IV: Dawn,0.594,0.902,4.0,-4.896,1.0,0.0305,0.000551,1.73e-06,0.431,0.942,140.021,186120.0,4.0
5086,Kamelot,The Mourning After (Carry On),0.542,0.931,5.0,-4.037,0.0,0.0657,0.000856,0.0,0.0315,0.687,126.055,268596.0,4.0
5087,Kamelot,III Ways to Epica,0.416,0.992,7.0,-3.946,1.0,0.0754,7.74e-06,2.26e-05,0.336,0.712,159.964,178000.0,4.0
5088,Korpiklaani,Ievan Polkka,0.176,0.927,9.0,-6.466,0.0,0.083,4.19e-05,0.000109,0.0569,0.204,163.866,343827.0,4.0
5089,Korpiklaani,Vodka,0.444,0.719,3.0,-8.542,0.0,0.0303,0.0215,1.93e-05,0.0995,0.231,127.878,384253.0,4.0
5090,Korpiklaani,A Man with a Plan,0.338,0.908,11.0,-6.412,1.0,0.0931,1.23e-05,0.0267,0.061,0.627,167.929,261920.0,4.0
5091,Korpiklaani,Jägermeister,0.226,0.964,6.0,-6.482,1.0,0.112,1.48e-05,0.165,0.282,0.347,113.985,376557.0,4.0
5092,Korpiklaani,Lempo,0.257,0.823,10.0,-6.988,0.0,0.0643,0.000238,0.000362,0.155,0.279,169.951,332680.0,4.0
5093,Korpiklaani,Ennen,0.391,0.845,10.0,-6.222,0.0,0.0482,0.000685,1.34e-05,0.156,0.471,139.05,287707.0,4.0
5094,Korpiklaani,Tequila,0.34,0.857,1.0,-6.881,0.0,0.0687,0.000519,0.0369,0.0431,0.369,169.794,382973.0,4.0
5095,Korpiklaani,Rauta,0.404,0.739,3.0,-4.129,0.0,0.032,5.98e-05,9.3e-05,0.103,0.19,129.934,408891.0,4.0
5096,Korpiklaani,Sanaton maa,0.382,0.966,11.0,-7.59,0.0,0.087,9.69e-06,0.115,0.115,0.192,179.948,340585.0,4.0
5097,Korpiklaani,Viinamäen Mies,0.392,0.826,1.0,-7.258,0.0,0.0429,0.00998,3.23e-05,0.0921,0.328,138.983,297213.0,4.0
5098,Labyrinth,Moonlight,0.319,0.583,1.0,-9.636,1.0,0.0596,0.217,2.1e-05,0.673,0.0721,139.753,118587.0,4.0
5099,Labyrinth,Falling Rain,0.488,0.994,5.0,-4.374,0.0,0.0628,0.000605,0.0,0.352,0.541,140.035,258720.0,4.0
5100,Labyrinth,Thunder,0.522,0.956,10.0,-5.194,1.0,0.0471,0.000598,3.45e-05,0.0612,0.591,95.016,312427.0,4.0
5101,Labyrinth,The Absurd Circus,0.405,0.395,0.0,-10.221,0.0,0.0293,0.461,0.922,0.089,0.132,149.847,199147.0,4.0
5102,Labyrinth,Lady Lost in Time,0.497,0.962,1.0,-4.608,1.0,0.0449,3.79e-05,8.2e-05,0.295,0.806,141.989,293907.0,4.0
5103,Labyrinth,The Night of Dreams,0.303,0.972,1.0,-4.407,1.0,0.186,0.000239,4.75e-06,0.14,0.141,174.986,313440.0,4.0
5104,Labyrinth,New Horizons,0.331,0.42,7.0,-8.927,0.0,0.0294,0.214,0.0,0.555,0.0424,92.89,258320.0,4.0
5105,Labyrinth,A Midnight Autumn's Dream,0.463,0.944,9.0,-6.508,1.0,0.19,0.000595,4.3e-06,0.106,0.465,179.981,308653.0,4.0
5106,Labyrinth,Live Today,0.482,0.944,9.0,-5.489,0.0,0.0609,0.000437,0.0,0.0976,0.474,164.934,315640.0,4.0
5107,Labyrinth,Heaven Denied,0.506,0.956,1.0,-5.589,1.0,0.106,0.00173,0.00519,0.113,0.144,92.002,708800.0,4.0
5108,Luca Turilli,Aenigma,0.44,0.906,4.0,-1.592,0.0,0.0588,0.00356,0.000495,0.0388,0.28,75.056,279373.0,4.0
5109,Luca Turilli,War of the Universe,0.416,0.965,10.0,-3.379,0.0,0.317,0.0108,0.0,0.364,0.234,75.012,264253.0,4.0
5110,Luca Turilli,Rider of the Astral Fire,0.556,0.915,8.0,-8.213,1.0,0.0441,0.292,0.0,0.255,0.396,130.006,248935.0,4.0
5111,Luca Turilli,Zaephyr Skies Theme,0.529,0.891,9.0,-8.251,0.0,0.0716,0.54,0.0,0.108,0.424,126.038,274524.0,4.0
5112,Luca Turilli,The Age of Mystic Ice,0.523,0.803,9.0,-9.156,0.0,0.0425,0.423,0.0,0.116,0.381,96.921,303113.0,4.0
5113,Luca Turilli,Prince of the Starlight,0.29,0.87,8.0,-10.915,0.0,0.271,0.343,0.000883,0.105,0.276,75.228,425262.0,3.0
5114,Luca Turilli,Timeless Oceans,0.163,0.89,4.0,-7.149,0.0,0.0972,0.00367,6.42e-05,0.343,0.298,171.73,375067.0,4.0
5115,Luca Turilli,Demonheart,0.53,0.777,4.0,-6.691,1.0,0.0507,0.0923,0.000142,0.0863,0.506,143.99,296747.0,4.0
5116,Luca Turilli,New Century's Tarantella,0.412,0.805,0.0,-8.106,1.0,0.0823,0.0995,4.03e-06,0.19,0.399,160.08,486373.0,4.0
5117,Luca Turilli,Prophet of the Last Eclipse,0.326,0.632,4.0,-7.244,0.0,0.0441,0.508,2.75e-05,0.0732,0.21,75.035,291987.0,4.0
5118,Luca Turilli,Mother Nature,0.286,0.901,5.0,-6.651,0.0,0.118,0.000572,7.59e-06,0.407,0.342,170.001,389787.0,4.0
5119,Luca Turilli,The Miracle of Life,0.434,0.897,11.0,-4.845,0.0,0.0695,0.0124,4.22e-05,0.0772,0.376,135.54,296751.0,4.0
5120,Luca Turilli's Rhapsody,Il Cigno Nero,0.342,0.897,2.0,-11.221,1.0,0.103,1.08e-05,0.643,0.358,0.129,94.596,250373.0,4.0
5121,Luca Turilli's Rhapsody,Rosenkreuz (The Rose and the Cross),0.575,0.881,9.0,-13.012,1.0,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,223867.0,4.0
5122,Luca Turilli's Rhapsody,Il Tempo Degli Dei,0.531,0.322,9.0,-14.834,1.0,0.0305,0.188,2.89e-06,0.109,0.197,121.053,310733.0,4.0
5123,Luca Turilli's Rhapsody,One Ring to Rule Them All,0.286,0.8,9.0,-11.582,1.0,0.112,0.000228,0.783,0.12,0.453,101.707,169667.0,4.0
5124,Luca Turilli's Rhapsody,Ascending to Infinity,0.228,0.13,4.0,-14.719,0.0,0.0326,0.492,0.0,0.184,0.148,94.791,286867.0,3.0
5125,Luca Turilli's Rhapsody,Dante's Inferno,0.495,0.618,7.0,-12.505,1.0,0.0305,0.0338,5.39e-06,0.201,0.272,85.64,236973.0,4.0
5126,Luca Turilli's Rhapsody,Excalibur,0.462,0.573,4.0,-10.362,0.0,0.0372,0.00691,4.02e-06,0.499,0.312,102.602,338000.0,4.0
5127,Luca Turilli's Rhapsody,Tormento E Passione,0.358,0.857,4.0,-12.569,0.0,0.0581,0.00478,5.2e-05,0.0586,0.2,93.156,357027.0,4.0
5128,Luca Turilli's Rhapsody,Dark Fate of Atlantis,0.551,0.212,7.0,-25.219,1.0,0.736,0.797,0.0,0.382,0.12,107.681,260373.0,3.0
5129,Mägo de Oz,Fiesta Pagana,0.358,0.686,4.0,-12.542,1.0,0.0429,5.49e-05,0.0311,0.097,0.361,148.406,449600.0,4.0
5130,Manowar,Wheels of Fire,0.277,0.839,11.0,-11.459,0.0,0.138,0.000496,0.661,0.121,0.0555,188.101,1717040.0,4.0
5131,Manowar,Kings of Metal,0.571,0.797,9.0,-9.264,1.0,0.0497,0.000786,0.186,0.0777,0.243,101.003,234560.0,4.0
5132,Manowar,Heart of Steel,0.516,0.964,11.0,-10.263,1.0,0.149,1.01e-05,0.476,0.325,0.0655,149.962,269840.0,4.0
5133,Manowar,Sting of the Bumblebee,0.588,0.802,4.0,-11.44,0.0,0.0568,0.0011,0.204,0.106,0.235,94.986,360067.0,4.0
5134,Manowar,The Crown and the Ring (Lament of the Kings),0.607,0.76,11.0,-12.69,0.0,0.0463,0.000297,0.329,0.0817,0.171,99.982,308453.0,4.0
5135,Manowar,Kingdom Come,0.452,0.908,4.0,-14.076,0.0,0.135,5.8e-05,0.374,0.0694,0.038,143.962,470267.0,4.0
5136,Manowar,Pleasure Slave,0.401,0.73,1.0,-12.667,1.0,0.0731,0.00181,0.0565,0.348,0.115,79.961,465827.0,4.0
5137,Manowar,Hail and Kill,0.336,0.121,4.0,-19.282,0.0,0.0341,0.391,0.0,0.0672,0.0395,119.376,326933.0,4.0
5138,Manowar,The Warriors Prayer,0.49,0.951,1.0,-3.777,1.0,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,269800.0,4.0
5139,Manowar,Blood of the Kings,0.128,0.991,11.0,-3.289,1.0,0.0582,1.11e-05,0.00362,0.219,0.53,186.124,189347.0,4.0
5140,Manowar,"Achilles, Agony and Ecstasy in Eight Parts",0.577,0.828,6.0,-8.691,0.0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267.0,4.0
5141,Manowar,Metal Warriors,0.256,0.929,7.0,-6.667,1.0,0.113,0.00311,0.201,0.11,0.278,113.47,417227.0,4.0
5142,Manowar,Ride the Dragon,0.435,0.901,10.0,-3.694,0.0,0.0429,0.000303,0.0072,0.185,0.547,143.646,279173.0,4.0
5143,Manowar,Spirit Horse of the Cherokee,0.416,0.994,4.0,-3.354,0.0,0.0609,2.93e-05,0.0299,0.0704,0.434,95.205,388625.0,4.0
5144,Manowar,Burning,0.265,0.973,9.0,-6.129,1.0,0.173,5.15e-05,0.0942,0.205,0.27,148.506,396987.0,4.0
5145,Manowar,The Power of Thy Sword,0.54,0.584,7.0,-9.579,1.0,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493.0,4.0
5146,Manowar,The Demon's Whip,0.512,0.86,0.0,-6.145,1.0,0.0703,0.00631,0.00528,0.0652,0.258,117.909,309973.0,4.0
5147,Manowar,Master of the Wind,0.306,0.766,0.0,-9.693,1.0,0.0329,0.000324,0.101,0.102,0.42,96.668,387147.0,4.0
5148,Metallica,Fuel,0.437,0.695,7.0,-9.447,1.0,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440.0,3.0
5149,Metallica,Hardwired,0.553,0.362,4.0,-11.218,0.0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,388267.0,3.0
5150,Metallica,Enter Sandman,0.497,0.89,8.0,-4.559,0.0,0.0445,0.00055,0.00129,0.255,0.249,133.047,396440.0,4.0
5151,Metallica,Fade To Black (Remastered),0.163,0.977,4.0,-3.585,0.0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644.0,4.0
5152,Metallica,The Memory Remains,0.543,0.836,4.0,-9.11,0.0,0.0353,0.000647,0.431,0.153,0.56,105.173,515387.0,4.0
5153,Metallica,"Atlas, Rise!",0.169,0.875,4.0,-10.04,1.0,0.054,2.36e-06,0.894,0.797,0.25,92.514,426267.0,4.0
5154,Metallica,Ride The Lightning (Remastered),0.497,0.991,5.0,-4.484,0.0,0.0732,5.29e-05,0.00119,0.0999,0.234,135.014,331480.0,4.0
5155,Metallica,The Unforgiven,0.467,0.989,8.0,-4.856,1.0,0.0595,4.82e-05,0.231,0.64,0.171,89.977,311987.0,4.0
5156,Metallica,For Whom The Bell Tolls (Remastered),0.53,0.993,8.0,-3.994,1.0,0.0495,3.19e-05,0.000762,0.0849,0.437,107.009,279853.0,4.0
5157,Metallica,Welcome Home (Sanitarium),0.498,0.948,6.0,-5.801,1.0,0.04,3.48e-05,0.0262,0.264,0.276,130.027,351347.0,4.0
5158,Metallica,One,0.48,0.987,3.0,-4.275,0.0,0.0613,0.000221,0.00275,0.0716,0.293,139.858,305893.0,4.0
5159,Metallica,Nothing Else Matters,0.518,0.841,8.0,-5.003,1.0,0.034,0.0027,0.000296,0.0863,0.173,128.067,355827.0,4.0
5160,Metallica,The Unforgiven II,0.482,0.995,5.0,-4.551,0.0,0.0887,9.71e-06,0.00475,0.211,0.15,135.11,282893.0,4.0
5161,Metallica,Moth Into Flame,0.502,0.995,6.0,-4.271,1.0,0.0439,2.85e-05,0.0056,0.067,0.295,99.018,313667.0,4.0
5162,Metallica,Master Of Puppets,0.522,0.759,6.0,-5.267,0.0,0.0306,0.000731,0.000875,0.0616,0.234,128.163,296920.0,4.0
5163,Moonsorrow,Suden Tunti,0.437,0.891,8.0,-4.159,1.0,0.0326,0.000324,8.46e-05,0.0539,0.444,133.814,261987.0,4.0
5164,Nevermore,Narcosynthesis,0.425,0.944,11.0,-5.764,1.0,0.0614,0.000813,0.0049,0.0747,0.199,100.841,306027.0,3.0
5165,Nevermore,We Disintegrate,0.32,0.982,10.0,-4.358,0.0,0.159,0.00015,0.021,0.33,0.111,88.902,311160.0,4.0
5166,Nevermore,Inside Four Walls,0.481,0.95,10.0,-4.231,0.0,0.101,0.00031,0.103,0.271,0.342,96.065,252267.0,4.0
5167,Nevermore,Evolution 169,0.173,0.984,10.0,-3.692,0.0,0.135,1.77e-05,0.268,0.211,0.542,78.854,243973.0,4.0
5168,Nevermore,The River Dragon Has Come,0.459,0.919,1.0,-3.664,1.0,0.0382,3.93e-05,4.48e-05,0.0764,0.495,103.472,275267.0,4.0
5169,Nevermore,The Heart Collector,0.416,0.961,0.0,-4.422,1.0,0.0911,2e-05,0.0321,0.0988,0.4,156.071,348893.0,4.0
5170,Nevermore,Engines of Hate,0.51,0.981,1.0,-3.854,1.0,0.103,4.93e-06,0.000708,0.29,0.492,110.25,218600.0,3.0
5171,Nevermore,The Sound of Silence,0.174,0.819,1.0,-5.355,0.0,0.0448,0.000269,0.00248,0.14,0.272,52.527,255467.0,3.0
5172,Nevermore,Insignificant,0.104,0.728,9.0,-11.3,1.0,0.0923,0.122,0.227,0.0831,0.108,84.602,277333.0,4.0
5173,Nevermore,Believe in Nothing,0.531,0.956,5.0,-5.036,0.0,0.074,3.3e-05,0.224,0.124,0.124,107.52,272067.0,4.0
5174,Nevermore,Dead Heart in a Dead World,0.308,0.965,8.0,-3.172,1.0,0.0591,2.28e-05,0.0648,0.117,0.189,175.036,317733.0,4.0
5175,Nevermore,Enemies of Reality - remixed & remastered,0.484,0.941,7.0,-4.594,0.0,0.0753,0.000615,9.06e-05,0.276,0.2,122.012,306047.0,4.0
5176,Nevermore,Ambivalent - remixed & remastered,0.395,0.918,10.0,-5.297,1.0,0.0728,4.89e-05,0.179,0.126,0.21,94.155,264200.0,4.0
5177,Nevermore,Never Purify - remixed & remastered,0.406,0.945,2.0,-2.278,0.0,0.0673,4.95e-05,0.000166,0.233,0.178,92.464,275746.0,4.0
5178,Nevermore,Tomorrow Turned Into Yesterday - remixed & remastered,0.195,0.959,0.0,-4.405,1.0,0.13,8.8e-05,0.0294,0.0639,0.078,92.465,374107.0,4.0
5179,Nevermore,"I, Voyager - remixed & remastered",0.502,0.982,7.0,-2.838,1.0,0.117,9.9e-05,0.000764,0.071,0.076,139.99,271318.0,4.0
5180,Nevermore,Create the Infinite - remixed & remastered,0.477,0.981,5.0,-2.916,0.0,0.0511,2.38e-05,0.0461,0.228,0.242,95.046,366046.0,4.0
5181,Nevermore,Who Decides - remixed & remastered,0.422,0.963,5.0,-3.827,0.0,0.0954,7.98e-06,0.000152,0.351,0.214,132.114,403440.0,4.0
5182,Nevermore,Noumenon - remixed & remastered,0.529,0.968,6.0,-2.848,1.0,0.0753,0.000988,0.0,0.146,0.373,120.509,276960.0,4.0
5183,Nevermore,Seed Awakening - remixed & remastered,0.387,0.965,6.0,-3.776,1.0,0.0771,1.22e-05,0.102,0.161,0.259,160.005,376707.0,4.0
5184,Orden Ogan,Gunman,0.43,0.704,1.0,-8.008,0.0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,4.0
5185,Orden Ogan,The Things We Believe In,0.415,0.908,2.0,-9.701,1.0,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533.0,4.0
5186,Orden Ogan,F.E.V.E.R,0.274,0.726,9.0,-11.541,1.0,0.0449,0.000212,0.0113,0.0993,0.426,146.449,422933.0,4.0
5187,Orden Ogan,Let the Fire Rain,0.419,0.878,7.0,-6.352,1.0,0.0553,0.000594,0.559,0.139,0.666,147.385,264800.0,4.0
5188,Orden Ogan,Come with Me to the Other Side,0.372,0.888,2.0,-5.88,1.0,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293.0,4.0
5189,Orden Ogan,Heart of the Android,0.504,0.856,7.0,-6.271,1.0,0.0423,0.000748,0.359,0.114,0.585,95.402,347440.0,4.0
5190,Orden Ogan,In the Dawn of the AI,0.402,0.73,6.0,-9.327,1.0,0.0455,0.000312,0.323,0.103,0.296,104.527,393706.0,4.0
5191,Orden Ogan,Fields of Sorrow,0.329,0.954,8.0,-7.006,0.0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,237347.0,4.0
5192,Orden Ogan,Inferno,0.273,0.688,11.0,-10.883,1.0,0.0326,9.48e-05,0.0504,0.051,0.347,100.077,345733.0,4.0
5193,Orden Ogan,Vampire in Ghost Town,0.517,0.986,9.0,-4.522,1.0,0.171,4.27e-05,4.01e-05,0.22,0.528,93.821,168453.0,4.0
5194,Pantera,Walk,0.143,0.945,1.0,-6.473,0.0,0.0596,0.000501,7.92e-06,0.203,0.232,201.726,248960.0,4.0
5195,Pantera,Cowboys from Hell,0.463,0.962,1.0,-5.697,0.0,0.0712,0.000761,0.0,0.239,0.188,109.899,211893.0,4.0
5196,Pantera,Cemetery Gates,0.384,0.939,4.0,-5.906,0.0,0.0489,0.000254,3.14e-05,0.361,0.359,166.069,245053.0,4.0
5197,Pantera,I'm Broken,0.442,0.993,8.0,-5.357,1.0,0.0786,0.000304,0.00382,0.0718,0.177,150.039,232507.0,4.0
5198,Pantera,Domination,0.46,0.583,1.0,-8.005,1.0,0.0352,0.013,0.0,0.114,0.103,115.977,263373.0,4.0
5199,Pantera,5 Minutes Alone,0.484,0.947,0.0,-5.873,1.0,0.0453,0.000712,2.58e-05,0.332,0.459,126.036,191160.0,4.0
5200,Pantera,This Love,0.484,0.967,1.0,-3.737,0.0,0.0614,5.94e-05,1.67e-05,0.129,0.338,96.829,282280.0,4.0
5201,Pantera,Mouth for War,0.505,0.986,1.0,-4.383,1.0,0.0716,2.35e-05,5.87e-05,0.0331,0.346,144.012,239493.0,4.0
5202,Pantera,Hollow,0.396,0.917,1.0,-3.466,1.0,0.0527,0.000102,0.0,0.309,0.629,111.02,221360.0,4.0
5203,Pantera,Fucking Hostile - 2012 Remaster,0.182,0.946,5.0,-5.493,0.0,0.149,0.00256,2.03e-06,0.208,0.182,90.15,439480.0,4.0
5204,Powerwolf,Faster Than the Flame,0.528,0.936,1.0,-4.501,0.0,0.031,4.69e-05,4.9e-05,0.37,0.49,97.973,234693.0,4.0
5205,Powerwolf,Beast of Gévaudan,0.426,0.88,1.0,-5.149,0.0,0.0387,0.000675,1.88e-06,0.133,0.551,146.92,225360.0,4.0
5206,Powerwolf,Dancing with the Dead,0.554,0.844,10.0,-4.638,0.0,0.0315,0.000161,0.0,0.104,0.387,114.082,220920.0,4.0
5207,Powerwolf,Varcolac,0.404,0.808,1.0,-6.035,0.0,0.0337,0.00097,0.00159,0.0951,0.338,173.999,227467.0,4.0
5208,Powerwolf,Alive or Undead,0.235,0.968,1.0,-4.758,0.0,0.0901,0.000224,0.0,0.225,0.277,87.955,265720.0,4.0
5209,Powerwolf,Blood for Blood (Faoladh),0.344,0.92,1.0,-5.122,0.0,0.0487,0.00634,0.0,0.0816,0.505,115.727,222560.0,4.0
5210,Powerwolf,Blessed & Possessed,0.319,0.936,1.0,-4.887,0.0,0.0509,0.0017,0.0,0.0404,0.344,144.037,216200.0,4.0
5211,Powerwolf,Armata Strigoi,0.321,0.861,9.0,-3.671,1.0,0.0511,0.000122,5.25e-06,0.307,0.27,112.045,239813.0,1.0
